customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-100844,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),66.83,1353.66,No
CUST-100845,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.13,96.06,No
CUST-100846,Male,1,No,No,52,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,68.03,3543.41,No
CUST-100847,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,56.97,139.58,No
CUST-100848,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.97,331.15,No
CUST-100849,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,80.79,5237.72,No
CUST-100850,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,85.81,1099.77,No
CUST-100851,Female,1,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),93.97,6653.5,No
CUST-100852,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,80.3,475.93,No
CUST-100853,Male,0,No,Yes,17,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.32,1400.16,No
CUST-100854,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,64.96,734.62,No
CUST-100855,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.0,660.81,Yes
CUST-100856,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.6,1452.12,No
CUST-100857,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,82.65,413.21,No
CUST-100858,Female,1,Yes,No,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.11,725.78,No
CUST-100859,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),91.59,194.91,Yes
CUST-100860,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.33,4294.89,No
CUST-100861,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),69.17,134.33,No
CUST-100862,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.57,94.23,No
CUST-100863,Female,1,No,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),76.25,451.93,No
CUST-100864,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.38,898.53,No
CUST-100865,Female,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.38,1871.55,No
CUST-100866,Female,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.37,2057.07,No
CUST-100867,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,87.78,6289.34,No
CUST-100868,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.75,892.38,No
CUST-100869,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.53,1015.23,No
CUST-100870,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.47,382.67,No
CUST-100871,Male,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.07,605.98,Yes
CUST-100872,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.59,4363.62,No
CUST-100873,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.61,2544.93,No
CUST-100874,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.54,757.06,Yes
CUST-100875,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.79,502.68,No
CUST-100876,Female,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.87,189.15,No
CUST-100877,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.57,1023.73,No
CUST-100878,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.8,563.29,No
CUST-100879,Female,0,No,No,40,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.29,2480.15,Yes
CUST-100880,Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),60.63,2307.76,No
CUST-100881,Female,0,No,No,35,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,71.31,2507.55,No
CUST-100882,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.58,939.59,No
CUST-100883,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,54.38,118.68,No
CUST-100884,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.68,91.16,Yes
CUST-100885,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.5,1500.78,No
CUST-100886,Male,1,Yes,No,53,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.19,3421.33,No
CUST-100887,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.81,1971.06,Yes
CUST-100888,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),90.42,1244.64,No
CUST-100889,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.34,1006.9,No
CUST-100890,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,89.59,3501.77,No
CUST-100891,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.84,2976.36,No
CUST-100892,Female,0,No,No,14,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.88,913.44,No
CUST-100893,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.6,252.44,No
CUST-100894,Female,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),66.12,279.75,No
CUST-100895,Female,1,Yes,No,33,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,67.12,2204.42,No
CUST-100896,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.85,32.89,No
CUST-100897,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.65,201.72,Yes
CUST-100898,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),60.93,2004.68,No
CUST-100899,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),83.63,1516.85,No
CUST-100900,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.23,278.26,Yes
CUST-100901,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.17,267.11,Yes
CUST-100902,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,82.48,5947.86,Yes
CUST-100903,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.5,256.62,No
CUST-100904,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,100.42,312.91,Yes
CUST-100905,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.17,465.07,No
CUST-100906,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.68,2857.86,No
CUST-100907,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.8,856.97,No
CUST-100908,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),80.32,586.77,No
CUST-100909,Male,1,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,97.38,692.02,No
CUST-100910,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.01,983.69,Yes
CUST-100911,Male,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),80.52,2642.11,Yes
CUST-100912,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.2,487.35,No
CUST-100913,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.07,762.21,No
CUST-100914,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,87.36,1291.32,No
CUST-100915,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.77,1714.12,No
CUST-100916,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,70.72,144.24,Yes
CUST-100917,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),54.63,1122.76,No
CUST-100918,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,62.83,170.35,No
CUST-100919,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,87.06,6249.5,No
CUST-100920,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.75,1129.92,No
CUST-100921,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.2,1436.42,Yes
CUST-100922,Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),97.13,5693.93,No
CUST-100923,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.2,3686.0,Yes
CUST-100924,Male,1,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.61,2149.3,Yes
CUST-100925,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.91,1785.08,No
CUST-100926,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,94.1,749.95,No
CUST-100927,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.84,458.99,No
CUST-100928,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),95.26,91.66,Yes
CUST-100929,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.56,381.3,Yes
CUST-100930,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,78.35,414.18,No
CUST-100931,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.4,1628.49,Yes
CUST-100932,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.26,96.77,Yes
CUST-100933,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.38,2512.18,No
CUST-100934,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.59,500.35,No
CUST-100935,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,117.46,4941.07,No
CUST-100936,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.18,1617.85,No
CUST-100937,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.16,983.87,No
CUST-100938,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.98,628.68,No
CUST-100939,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,67.22,449.82,No
CUST-100940,Female,1,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,60.84,1161.73,No
CUST-100941,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.39,1348.26,No
CUST-100942,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,95.48,1824.87,No
CUST-100943,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.4,374.05,No
CUST-100944,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,70.17,2958.05,No
CUST-100945,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.69,95.28,No
CUST-100946,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.17,178.91,No
CUST-100947,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.79,73.95,Yes
CUST-100948,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,81.12,116.18,Yes
CUST-100949,Male,0,Yes,No,8,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.66,390.27,No
CUST-100950,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,93.62,1127.79,Yes
CUST-100951,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.79,3681.1,No
CUST-100952,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.0,5360.88,No
CUST-100953,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.92,2335.28,Yes
CUST-100954,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.1,181.87,No
CUST-100955,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.98,55.21,Yes
CUST-100956,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,84.52,6097.52,No
CUST-100957,Female,0,No,No,18,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,83.77,1527.47,No
CUST-100958,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.05,530.59,No
CUST-100959,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.28,6513.54,Yes
CUST-100960,Male,1,No,No,48,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),74.89,3576.77,No
CUST-100961,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.99,856.25,No
CUST-100962,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.26,4775.28,No
CUST-100963,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.38,124.39,No
CUST-100964,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.34,86.49,No
CUST-100965,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,99.48,42.57,No
CUST-100966,Female,0,No,No,4,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),65.81,251.07,No
CUST-100967,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.23,752.98,No
CUST-100968,Female,0,No,No,33,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.81,2540.39,No
CUST-100969,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.34,0.0,No
CUST-100970,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.62,2394.65,Yes
CUST-100971,Male,1,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.63,1355.75,No
CUST-100972,Male,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.64,738.51,No
CUST-100973,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.14,188.84,No
CUST-100974,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.25,393.51,No
CUST-100975,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.92,3106.9,No
CUST-100976,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.25,320.98,No
CUST-100977,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.27,1545.01,Yes
CUST-100978,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.3,0.0,No
CUST-100979,Female,1,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,83.55,3668.36,Yes
CUST-100980,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.2,426.09,No
CUST-100981,Female,0,Yes,Yes,6,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.81,368.87,Yes
CUST-100982,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.73,166.6,No
CUST-100983,Female,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,72.68,1254.49,No
CUST-100984,Female,0,No,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,67.96,2203.42,Yes
CUST-100985,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.99,883.81,No
CUST-100986,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.96,106.81,No
CUST-100987,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.51,3440.75,No
CUST-100988,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.57,1414.97,No
CUST-100989,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,48.66,7.28,Yes
CUST-100990,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.17,1757.46,Yes
CUST-100991,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,63.63,48.17,No
CUST-100992,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.19,5875.67,No
CUST-100993,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,77.22,1823.7,No
CUST-100994,Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,99.95,195.96,No
CUST-100995,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,65.12,3032.43,No
CUST-100996,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.61,565.42,No
CUST-100997,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.0,462.06,Yes
CUST-100998,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),57.22,432.77,No
CUST-100999,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.73,84.35,Yes
CUST-101000,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.02,84.91,No
CUST-101001,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.56,722.82,No
CUST-101002,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,92.72,517.58,Yes
CUST-101003,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.48,242.21,Yes
CUST-101004,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),83.46,2757.39,No
CUST-101005,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.2,926.0,No
CUST-101006,Female,1,Yes,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),76.9,1785.49,No
CUST-101007,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,76.46,4884.34,No
CUST-101008,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.89,1799.01,No
CUST-101009,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,89.88,443.1,Yes
CUST-101010,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.92,339.07,Yes
CUST-101011,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,102.13,2479.94,No
CUST-101012,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),78.78,324.27,Yes
CUST-101013,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.16,659.72,No
CUST-101014,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.63,4365.52,No
CUST-101015,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.37,239.75,No
CUST-101016,Male,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,270.15,Yes
CUST-101017,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.74,1086.34,No
CUST-101018,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.88,283.58,No
CUST-101019,Male,0,No,Yes,46,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.58,2374.22,No
CUST-101020,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.28,628.49,No
